areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||174|IRIS||2021_02_24 035448|174||||||||||45.36970|0.35000|-121.72950|0||||||10.00000|True|||0.00000||0.00000||False|Reid Glacier, Mount Hood|2|||||||2021_02_24 034914|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||80|IRIS||2011_03_10 091508|80|1430.00000||||||7200.00000|||46.19932|0.02000|-122.17547|0||||||169.00000|True|||0.00000|||||Mount St Helens|2|||||||2011_03_10 091144|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.17985|-122.11105|46.19932|-122.17547||snow avalanche, wet slide|Snow avalanches|||
||||10|IRIS||2006_05_29 161121|10|380.00000|400.00000|330.00000||||1300.00000|||46.19570|0.20000|-122.18800|0||||||365.00000|True|||0.00000|||||Mount St Helens|5|||||||2006_05_29 160808|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.20690|-122.18710|46.19570|-122.18800||rock fall|Rock/debris falls|75000.00000|100000.00000|50000.00000
|||9.32000|138|IRIS||2016_06_15 214820|138||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_15 214729|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
||||332|IRIS||2023_05_28 172019|332|900.00000|1100.00000|700.00000||||1200.00000|1300.00000|1000.00000|46.86680|0.20000|-121.77020|0||||||40.00000|True|||0.00000||17.00000|True|True|Willis Wall, Mount Rainier|4|||||||2023_05_28 171838|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.87690|-121.76550|46.86680|-121.77020||ice fall|Rock/debris falls|||
||||329|IRIS||2023_04_24 163930|329|||||||2900.00000|3200.00000|2700.00000|45.33290|0.10000|-121.70210|0||||||19.00000|True|||0.00000||0.00000||False|White River, Mount Hood|3|||||||2023_04_24 162125|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|45.31190|-121.68290|45.33290|-121.70210||snow avalanche|Snow avalanches|330000.00000||33000.00000
||||32|IRIS||2015_08_13 200000|32||||||||||46.81934|13.00000|-121.81323|0||||||25.00000|True|||0.00000||0.00000||False|Mount Rainier|3|||||||2015_08_13 164948|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood, debris flow|Lahar/debris flow/outburst flood|||
||||37|IRIS||2015_08_20 023640|37|1100.00000|1200.00000|800.00000||||18000.00000|19000.00000|7000.00000|45.34630|0.50000|-121.69990|0||||||13.00000|True|||0.00000|||||White River, Mount Hood|2|||||||2015_08_19 210440|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|45.20550|-121.60470|45.34630|-121.69990||debris flow|Lahar/debris flow/outburst flood|||
||||172|IRIS||2020_01_26 130453|172||||||||||45.36910|0.30000|-121.70070|0||||||34.00000|True|||0.00000||0.00000||False|Crater Rock, Mount Hood|2|||||||2020_01_26 130246|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||83|IRIS||2011_06_24 164459|83||||||||||46.84462|0.00000|-121.75226|0||||||99.00000|True|||0.00000|||||Nisqually 1|4|||||||2011_06_24 164054|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82047|-121.73794|46.84462|-121.75226||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|68000.00000|96000.00000|49000.00000
20700.00000|||370000.00000|323|IRIS, NCEDC||2023_05_15 044004|323|348.00000||||||7500.00000|7600.00000||46.28000|0.00000|-122.18950|0||||0.00000||16.00000|True|||0.00000||0.00000||False|South Coldwater, Mount St Helens|4|||||||2023_05_15 032910|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.28742|-122.26492|46.27995|-122.18941||debris slide, debris flow|Rock/ice/debris avalanches and slides|234000.00000|235000.00000|
||||334|IRIS||2024_02_12 140153|334|170.00000|230.00000|150.00000||||400.00000|550.00000|350.00000|46.20910|0.04000|-122.19400|0||||||16.00000|True|||0.00000||0.00000||False|NW Dome, Mount St Helens|2|||||||2024_02_12 140039|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.21280|-122.19260|46.20910|-122.19400||snow avalanche|Snow avalanches|||
||||35|IRIS||2015_08_14 221156|35|820.00000|600.00000|1000.00000||||3420.00000|4000.00000|3000.00000|46.20508|1.00000|-122.21442|0||||||19.00000|True|||0.00000||0.00000||False|Mount St Helens|2|||||||2015_08_14 213527|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.21042|-122.25349|46.20508|-122.21442||debris flow|Lahar/debris flow/outburst flood|13000.00000|28000.00000|4400.00000
||||36|IRIS||2015_08_19 185136|36||||||||||46.83887|1.00000|-121.76875|0||||||79.00000|True|||0.00000|||||Mount Rainier|3|||||||2015_08_19 184950|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||27|IRIS||2011_06_26 013501|27||||||||||46.84300|0.20000|-121.75000|0||||||133.00000|True|||0.00000|||||Nisqually 4|4|||||||2011_06_26 012851|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|37000.00000|52000.00000|27000.00000
||||327|IRIS||2024_02_10 200513|327|400.00000|600.00000|300.00000||||500.00000|700.00000|400.00000|46.84060|0.10000|-121.74990|0||||||17.00000|True|||0.00000||8.00000|True|True|Nisqually, Mount Rainier|3|||||||2024_02_10 200323|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.83740|-121.74510|46.84060|-121.74990||ice fall, snow avalanche|Snow avalanches|||
||||295|IRIS||2022_05_16 221231|295||||||||||46.20460|0.40000|-122.19940|0||||||12.00000|True|||0.00000||2.00000|True|True|Mount St Helens|2|||||||2022_05_16 220846|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||328|IRIS||2024_01_27 150330|328|800.00000|1000.00000|700.00000||||2900.00000|3200.00000|2300.00000|46.19590|0.00000|-121.51290|0||||||9.00000|True|||0.00000||0.00000||False|White Salmon Glacier, Mount Adams|4|||||||2024_01_27 144406|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.18000|-121.54150|46.19590|-121.51290||snow avalanche|Snow avalanches|33000.00000|330000.00000|3300.00000
||||171|IRIS||2020_01_14 175343|171|1500.00000|||||||||45.37070|0.50000|-121.69280|0||||||33.00000|True|||0.00000||0.00000||False|Newton-Clark, Mount Hood|2|||||||2020_01_14 175103|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||62|IRIS||2010_06_05 113616|62|350.00000|450.00000|250.00000||||700.00000|1100.00000|300.00000|46.84830|0.20000|-121.74560|0|5400000.00000|8700000.00000|3000000.00000|||4.00000|True|||0.00000|||||Mount Rainier|3|||||||2010_06_05 113448|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.84590|-121.73740|46.84830|-121.74560||snow avalanche|Snow avalanches|18000.00000|29000.00000|10000.00000
||||26|IRIS||2011_06_25 231115|26||||||||||46.84300|0.20000|-121.75000|0||||||217.00000|True|||0.00000|||||Nisqually 3|4|||||||2011_06_25 230405|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|110000.00000|150000.00000|78000.00000
||||320|IRIS||2023_08_16 000658|320|||||||4600.00000|5900.00000|3200.00000|46.82030|0.10000|-121.80910|0||||11.00000||21.00000|True|||0.00000||7.00000|True|True|Tahoma Creek, Mount Rainier|4|||||1.50000|2.00000|2023_08_15 232316|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 3.0, May 2025): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||46.82030|-121.80910||outburst flood, debris flow|Lahar/debris flow/outburst flood|||
||||292|IRIS||2022_01_06 173253|292||||||||||46.18180|1.00000|-122.11770|0||||||55.00000|True|||0.00000||||False|Muddy River, Mount St Helens|2|||||||2022_01_06 171630|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
|||40000.00000|128|IRIS||2018_07_07 054114|128|200.00000||||||4000.00000|||46.84810|0.50000|-121.74580|0||||||21.00000|True|||0.00000||0.00000||False|Ingraham Glacier, Mount Rainier|3|||||||2018_07_07 053814|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||ice fall|Rock/debris falls|40000.00000|160000.00000|80000.00000
||||173|IRIS||2021_02_16 170957|173||||||||||45.38170|0.50000|-121.69570|0||||||16.00000|True|||0.00000||0.00000||False|Coe Glacier, Mount Hood|1|||||||2021_02_16 170614|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
|||280000.00000|177|IRIS||2020_07_16 042657|177|800.00000|1100.00000|700.00000||||1500.00000|1600.00000|1400.00000|46.87170|0.10000|-121.77650|1||||||148.00000|False|||14.00000|True|20.00000|True|True|Liberty Cap Glacier, Mount Rainier|4|||||||2020_07_16 042603|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.88440|-121.77170|46.87170|-121.77650||rock and ice fall|Rock/debris falls|100000.00000|160000.00000|56000.00000
||||9|IRIS||1997_10_24 143119|9|1200.00000|1300.00000|1100.00000||||2500.00000|2800.00000|2200.00000|46.20171|0.00000|-121.48164|0||||||45.00000|True|||0.00000|||||Mount Adams|1|||||||1997_10_24 142903|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||46.20171|-121.48164||rock fall|Rock/debris falls|||
400000.00000|480000.00000|340000.00000|500000.00000|182|IRIS||2011_03_10 141451|182|600.00000|800.00000|500.00000||||2700.00000|3200.00000|2100.00000|45.35093|0.05000|-121.65988|0||||||33.00000|True|||0.00000|||||Mount Hood Ski area|3|||||||2011_03_10 141224|Steve Malone|45.34376|-121.64829|45.36119|-121.67790||snow avalanche|Snow avalanches|800000.00000|1200000.00000|400000.00000
||||82|IRIS||2014_02_25 134328|82||||||||||46.83720|0.20000|-121.75070|0||||||15.00000|True|||0.00000|||||Mount Rainier|3|||||||2014_02_25 133924|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||ice avalanche|Rock/ice/debris avalanches and slides|||
||||118|IRIS||2011_06_29 034304|118||||||||||46.84300|0.20000|-121.75000|0||||||13.00000|True|||0.00000|||||Nisqually 6|4|||||||2011_06_29 034204|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|12000.00000|17000.00000|8600.00000
